CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
OCBAL2788,POZO LAS MORAS,BALSAS,MORELOS,JIUTEPEC,CUERNAVACA,POZO,"-99,166240","18,868360",2021,174,Alta,510,Buena para riego,398,,Excelente para riego,Potable - Dulce,"3,2",Alta,"152,4",Potable - Dura,,,"0,86",Potable - Excelente,,,,,,,,,,,,,,,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,ND,SI,ND,ND,ND,ND,ND,ND,ND
OCBAL2857,POZO TLAXIACO,BALSAS,OAXACA,HEROICA CIUDAD DE TLAXIACO,JUXTLAHUACA,POZO,"-97,660290","17,249580",2021,"391,4",Alta,533,Buena para riego,"341,12",492,Excelente para riego,Potable - Dulce,<0.2,Baja,"426,531",Potable - Dura,<1.1,Potable - Excelente,"0,157",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,15088",No apta como FAAP,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,32337",Sin efectos en la salud - Puede dar color al agua,"0,09829",Potable - Excelente,Rojo,"CR,MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,NO,SI
OCBAL2858,POZO N°6 TAMAZULAPAN,BALSAS,OAXACA,VILLA DE TAMAZULAPAM DEL PROGRESO,TAMAZULAPAN,POZO,"-97,546520","17,667650",2021,"252,717",Alta,501,Buena para riego,"320,64",517,Cultivos sensibles,Potable - Dulce,<0.2,Baja,"385,714",Potable - Dura,<1.1,Potable - Excelente,"3,385",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,03761",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0036",Potable - Excelente,"0,15086",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2868,POZO SAN AGUSTIN ATENANGO,BALSAS,OAXACA,SAN AGUSTIN ATENANGO,MARISCALA,POZO,"-97,967490","17,614760",2021,"276,317",Alta,360,Buena para riego,"230,4",401,Excelente para riego,Potable - Dulce,<0.2,Baja,"283,673",Potable - Dura,<1.1,Potable - Excelente,"0,161",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,03238",Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,07961",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCBAL2877,POZO CALIHUALA (BALSAS),BALSAS,OAXACA,CALIHUALA,TLAPA-HUAMUXTITLAN,POZO,"-98,270400","17,537810",2021,"330,567",Alta,413,Buena para riego,"264,32",444,Excelente para riego,Potable - Dulce,<0.2,Baja,"338,776",Potable - Dura,<1.1,Potable - Excelente,"0,322",Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,"0,02989",Potable - Excelente,"0,0006",Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,09952",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN0001RNL21,POZO MARGARITO MACHADO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,723361","25,208528",2021,"271,58",Alta,1014,Permisible para riego,"648,98",,Cultivos sensibles,Potable - Dulce,"0,99",Potable - Optima,277,Potable - Dura,<1.1,Potable - Excelente,"7,1",Potable - Buena calidad,"0,0681",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0002RNL21,POZO LA LOMA,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,677028","25,466778",2021,"352,22",Alta,680,Buena para riego,340,,Excelente para riego,Potable - Dulce,"0,92",Potable - Optima,275,Potable - Dura,,,"0,6",Potable - Excelente,"0,0198",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0003RNL21,POZO 5 MATAMOROS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,"-103,234583","25,534306",2021,"153,44",Alta,1214,Permisible para riego,777,,Cultivos sensibles,Potable - Dulce,"0,66",Media,40,Potable - Suave,,,<0.02,Potable - Excelente,"0,0729",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0004RNL21,POZO 8 MATAMOROS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,"-103,260342","25,526722",2021,"156,93",Alta,309,Buena para riego,155,,Excelente para riego,Potable - Dulce,"0,8",Potable - Optima,32,Potable - Suave,,,<0.02,Potable - Excelente,"0,0817",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0005RNL21,POZO SAN ANTONIO 1,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,"-103,389389","25,552917",2021,"179,01",Alta,447,Buena para riego,224,,Excelente para riego,Potable - Dulce,"0,46",Media,141,Potable - Dura,,,"0,6",Potable - Excelente,"0,0226",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0006RNL21,POZO 400 LA JOYA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,"-103,338944","25,559889",2021,"1627,4",Indeseable como FAAP,1236,Permisible para riego,791,,Cultivos sensibles,Potable - Dulce,<0.2,Baja,106,Potable - Moderadamente suave,,,"37,6",No apta como FAAP,"0,0221",Apta como FAAP,,,,,,,,,,,,,Rojo,"ALC,NO3,",NO,SI,SI,SI,SI,SI,ND,NO,SI,ND,ND,ND,ND,ND,ND
OCCCN0007RNL21,POZO TALIA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,PARRAS,LA PAILA,POZO,"-102,413794","25,731944",2021,"294,09",Alta,1778,Permisible para riego,1138,,Cultivos con manejo especial,Ligeramente salobres,"0,76",Potable - Optima,633,Muy dura e indeseable usos industrial y domestico,,,"0,6",Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0008RNL21,POZO 13 MASITAS,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,381028","25,696167",2021,"163,57",Alta,492,Buena para riego,246,,Excelente para riego,Potable - Dulce,"6,7",Alta,39,Potable - Suave,,,"5,3",Potable - Buena calidad,"0,4506",No apta como FAAP,,,,,,,,,,,,,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0009RNL21,POZO LUJAN,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,356722","25,724556",2021,"383,21",Alta,695,Buena para riego,348,,Excelente para riego,Potable - Dulce,"0,43",Media,321,Potable - Dura,,,"2,3",Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0010RNL21,POZO ESMERALDA,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,430806","25,741417",2021,"227,9",Alta,1194,Permisible para riego,764,,Cultivos sensibles,Potable - Dulce,"0,82",Potable - Optima,719,Muy dura e indeseable usos industrial y domestico,,,"12,3",No apta como FAAP,"0,0103",Apta como FAAP,,,,,,,,,,,,,Rojo,"DT,NO3,",SI,SI,SI,SI,SI,NO,ND,NO,SI,ND,ND,ND,ND,ND,ND
OCCCN0011RNL21,POZO MADRID,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,415333","25,773167",2021,"177,36",Alta,1193,Permisible para riego,764,,Cultivos sensibles,Potable - Dulce,"0,48",Media,147,Potable - Dura,,,"6,7",Potable - Buena calidad,"0,0158",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0012RNL21,POZO JIMENEZ,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,357189","25,830572",2021,"143,36",Media,481,Buena para riego,241,,Excelente para riego,Potable - Dulce,"1,56",Alta,80,Potable - Moderadamente suave,,,"1,1",Potable - Excelente,"0,1362",No apta como FAAP,,,,,,,,,,,,,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0013RNL21,POZO 3314 JUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,592222","25,501389",2021,"362,07",Alta,698,Buena para riego,349,,Excelente para riego,Potable - Dulce,"0,7",Potable - Optima,220,Potable - Dura,,,"1,8",Potable - Excelente,"0,0201",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0014RNL21,MANANTIAL FLOR DE JIMULCO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,ORIENTE AGUANAVAL,MANANTIAL,"-103,304750","25,122028",2021,"300,5",Alta,419,Buena para riego,210,,Excelente para riego,Potable - Dulce,<0.2,Baja,192,Potable - Dura,,,"0,5",Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0015RNL21,MANANTIAL SOMBRERETILLO,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,MANANTIAL,"-103,318500","25,089000",2021,"360,23",Alta,1233,Permisible para riego,789,,Cultivos sensibles,Potable - Dulce,"2,8",Alta,275,Potable - Dura,,,"0,1",Potable - Excelente,"0,0814",No apta como FAAP,,,,,,,,,,,,,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0016RNL21,MANANTIAL LA PRONTITUD,CUENCAS CENTRALES DEL NORTE,DURANGO,GENERAL SIMON BOLIVAR,ORIENTE AGUANAVAL,MANANTIAL,"-103,226972","24,886972",2021,"308,93",Alta,939,Permisible para riego,601,,Cultivos sensibles,Potable - Dulce,"1,38",Potable - Optima,288,Potable - Dura,,,"2,8",Potable - Excelente,"0,0538",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0017RNL21,POZO CHARCOS DE RISA,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,107028","26,210972",2021,"862,72",Indeseable como FAAP,4070,Indeseable para riego,2605,,Cultivos tolerantes,Salobres,"3,2",Alta,78,Potable - Moderadamente suave,,,"2,7",Potable - Excelente,"0,2189",No apta como FAAP,,,,,,,,,,,,,Rojo,"ALC,CONDUC,SDT_ra,SDT_salin,FLUO,AS,",NO,NO,NO,NO,NO,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0018RNL21,POZO HORMIGUERO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,"-103,344000","25,685333",2021,"174,04",Alta,598,Buena para riego,299,,Excelente para riego,Potable - Dulce,"1,3",Potable - Optima,147,Potable - Dura,,,"0,5",Potable - Excelente,"0,0966",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0019RNL21,POZO LA UNION,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,513161","25,286453",2021,"332,72",Alta,1779,Permisible para riego,1139,,Cultivos con manejo especial,Ligeramente salobres,"1,42",Potable - Optima,445,Potable - Dura,,,"4,4",Potable - Excelente,"0,045",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0020RNL21,POZO PLATANERAS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,248583","25,762722",2021,"104,93",Media,876,Permisible para riego,561,,Cultivos sensibles,Potable - Dulce,"0,76",Potable - Optima,196,Potable - Dura,,,<0.02,Potable - Excelente,"0,0692",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0022RNL21,POZO NO. 75R AMPL. SENDEROS,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,"-103,381361","25,622861",2021,"203,08",Alta,691,Buena para riego,345,,Excelente para riego,Potable - Dulce,"1,08",Potable - Optima,86,Potable - Moderadamente suave,,,"0,6",Potable - Excelente,"0,1397",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0023RNL21,POZO NO. 16 PALMAS DE SAN ISIDRO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,"-103,427972","25,573417",2021,"201,85",Alta,547,Buena para riego,273,,Excelente para riego,Potable - Dulce,"0,45",Media,173,Potable - Dura,,,"1,5",Potable - Excelente,"0,0129",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0024RNL21,POZO NO. 18R COL. CAMILO TORRES,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,469861","25,516528",2021,"259,35",Alta,785,Permisible para riego,502,,Cultivos sensibles,Potable - Dulce,"0,81",Potable - Optima,319,Potable - Dura,,,"3,4",Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0025RNL21,POZO NO. 32R JUMBO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,"-103,377083","25,534667",2021,"171,27",Alta,542,Buena para riego,271,,Excelente para riego,Potable - Dulce,"0,72",Potable - Optima,121,Potable - Dura,,,"0,2",Potable - Excelente,"0,0177",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0026RNL21,POZO LA PERLA,CUENCAS CENTRALES DEL NORTE,DURANGO,NAZAS,NAZAS,POZO,"-104,047694","25,283528",2021,"494,23",Indeseable como FAAP,978,Permisible para riego,626,,Cultivos sensibles,Potable - Dulce,"1,29",Potable - Optima,349,Potable - Dura,,,"1,8",Potable - Excelente,"0,011",Apta como FAAP,,,,,,,,,,,,,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0027RNL21,POZO JUAN E. GARCIA,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,699944","25,488250",2021,"277,53",Alta,727,Buena para riego,364,,Excelente para riego,Potable - Dulce,"0,61",Media,372,Potable - Dura,,,"3,3",Potable - Excelente,"0,0342",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0028RNL21,POZO ARCINAS,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,408167","25,773000",2021,"160,82",Alta,1145,Permisible para riego,733,,Cultivos sensibles,Potable - Dulce,"0,56",Media,332,Potable - Dura,,,"8,1",Potable - Buena calidad,"0,0131",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0029RNL21,POZO 3804 EJ. LAS CUEVAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,549028","25,498472",2021,"433,75",Indeseable como FAAP,833,Permisible para riego,533,,Cultivos sensibles,Potable - Dulce,"0,65",Media,329,Potable - Dura,,,2,Potable - Excelente,"0,0229",Apta como FAAP,,,,,,,,,,,,,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0030RNL21,POZO MONTERREY,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,408167","25,773000",2021,"381,37",Alta,764,Permisible para riego,489,,Excelente para riego,Potable - Dulce,"0,65",Media,273,Potable - Dura,,,"2,8",Potable - Excelente,"0,0166",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0031RNL21,POZO 21 DINAMITA,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,631417","25,682650",2021,"284,88",Alta,485,Buena para riego,243,,Excelente para riego,Potable - Dulce,"1,14",Potable - Optima,235,Potable - Dura,,,"3,9",Potable - Excelente,"0,0411",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0032RNL21,POZO EL HUARACHE 3,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,539325","25,511619",2021,"296,82",Alta,549,Buena para riego,275,,Excelente para riego,Potable - Dulce,"0,54",Media,190,Potable - Dura,,,"1,2",Potable - Excelente,"0,0189",Apta como FAAP,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0033RNL21,POZO 7 LIBRES PICARDIAS,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,498194","25,528861",2021,"312,245",Alta,"1119,5",Permisible para riego,"716,5",,Cultivos sensibles,Potable - Dulce,"1,285",Potable - Optima,357,Potable - Dura,,,"2,15",Potable - Excelente,"0,0423",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN0034RNL21,POZO SAN PEDRO DEL GALLO  2,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN PEDRO DEL GALLO,NAZAS,POZO,"-104,290694","25,566806",2021,"303,21",Alta,"791,3",Permisible para riego,506,,Cultivos sensibles,Potable - Dulce,"1,01",Potable - Optima,264,Potable - Dura,,,<0.02,Potable - Excelente,<0.01,Potable - Excelente,,,,,,,,,,,,,Verde,,SI,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN0035RNL21,POZO CABALLO BLANCO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,249475","25,762092",2021,"130,53",Media,415,Buena para riego,208,,Excelente para riego,Potable - Dulce,"0,84",Potable - Optima,65,Potable - Moderadamente suave,,,<0.02,Potable - Excelente,"0,0514",No apta como FAAP,,,,,,,,,,,,,Rojo,"AS,",SI,SI,SI,SI,SI,SI,ND,SI,NO,ND,ND,ND,ND,ND,ND
OCCCN5240M1,POZO 1 CD. JUAREZ,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,595940","25,495910",2021,"419,96",Indeseable como FAAP,731,Buena para riego,366,,Excelente para riego,Potable - Dulce,"0,81",Potable - Optima,147,Potable - Dura,,,"2,3",Potable - Excelente,"0,0164",Apta como FAAP,,,,,,,,,,,,,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,ND,SI,SI,ND,ND,ND,ND,ND,ND
OCCCN5245M1,POZO 4101 SAN FERNANDO,CUENCAS CENTRALES DEL NORTE,DURANGO,LERDO,VILLA JUAREZ,POZO,"-103,535960","25,509640",2021,"166,83",Alta,395,Buena para riego,"252,8",257,Excelente para riego,Potable - Dulce,"0,4839",Media,"141,8154",Potable - Dura,<1.1,Potable - Excelente,"0,424458",Potable - Excelente,"0,0211",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,0257",Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5247M1,POZO 32 PANCHO VILLA (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,508670","25,569330",2021,,,1585,Permisible para riego,"1014,4","1094,4",Cultivos con manejo especial,Ligeramente salobres,,,,,,,"13,135886",No apta como FAAP,"0,0362",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0021",Potable - Excelente,"0,1472",Potable - Excelente,Rojo,"AS,NO3,",ND,SI,SI,SI,ND,ND,ND,NO,NO,SI,SI,SI,SI,SI,SI
OCCCN5248M1,POZO 6 CASA DE LA CULTURA (SIDEAPA),CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,502300","25,551500",2021,,,823,Permisible para riego,"526,72","569,4",Cultivos sensibles,Potable - Dulce,,,,,,,"10,707387",Potable - Buena calidad,"0,0238",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0105",Potable - Excelente,"0,0456",Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5249M1,POZO 5 TRUJANO/URREA,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,"-103,501283","25,557981",2021,,,1269,Permisible para riego,"812,16","871,4",Cultivos sensibles,Potable - Dulce,,,,,,,"13,682322",No apta como FAAP,"0,0258",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,"0,048",Potable - Excelente,Rojo,"AS,NO3,",ND,SI,SI,SI,ND,ND,ND,NO,NO,SI,SI,SI,SI,SI,SI
OCCCN5251M1,POZO COL. VICTORIA (BOMBA 12 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,"-103,482210","25,535840",2021,,,833,Permisible para riego,"533,12","552,2",Cultivos sensibles,Potable - Dulce,,,,,,,"7,093427",Potable - Buena calidad,"0,0161",Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,ND,SI,SI,SI,ND,ND,ND,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5253M1,POZO 1254 (BOMBA 72 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,"-103,475120","25,539470",2021,,,1687,Permisible para riego,"1079,68","1239,4",Cultivos con manejo especial,Ligeramente salobres,,,,,,,"36,999771",No apta como FAAP,"0,0267",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0027",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,NO3,",ND,SI,SI,SI,ND,ND,ND,NO,NO,SI,SI,SI,SI,SI,SI
OCCCN5254M1,POZO 4074 (BOMBA 50 SIMAS),CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,"-103,450910","25,520890",2021,,,1499,Permisible para riego,"959,36","1081,2",Cultivos con manejo especial,Ligeramente salobres,,,,,,,"26,577308",No apta como FAAP,"0,0273",No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,"0,0016",Potable - Excelente,<0.025,Potable - Excelente,Rojo,"AS,NO3,",ND,SI,SI,SI,ND,ND,ND,NO,NO,SI,SI,SI,SI,SI,SI
